input_cif,action_prompt,output_cif
mp-669359.cif,Rotate all surrounding atoms within 3.5153612752003274 of the center atom at index 10 by 46.43946905833589 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-669359_processed.cif
mp-669377.cif,Rotate all surrounding atoms within 3.6825686121823695 of the center atom at index 17 by 106.0261100537676 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-669377_processed.cif
mp-672228.cif,Rotate all surrounding atoms within 3.24053671582743 of the center atom at index 1 by 107.1996148459567 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-672228_processed.cif
mp-672972.cif,Rotate all surrounding atoms within 2.282086636034721 of the center atom at index 25 by 245.55521727629093 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-672972_processed.cif
mp-6745.cif,Rotate all surrounding atoms within 1.687874323065377 of the center atom at index 6 by 139.4166917916018 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-6745_processed.cif
mp-675118.cif,Rotate all surrounding atoms within 3.37361297827654 of the center atom at index 22 by 223.41385525437806 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-675118_processed.cif
mp-675519.cif,Rotate all surrounding atoms within 2.904578349312835 of the center atom at index 22 by 146.79503952144785 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-675519_processed.cif
mp-675778.cif,Rotate all surrounding atoms within 3.388899321890105 of the center atom at index 2 by 306.8146042973504 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-675778_processed.cif
mp-676.cif,Rotate all surrounding atoms within 1.9869240883161035 of the center atom at index 5 by 109.9145249346114 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-676_processed.cif
mp-676275.cif,Rotate all surrounding atoms within 3.6825755245002347 of the center atom at index 9 by 208.25767227806423 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-676275_processed.cif
mp-676816.cif,Rotate all surrounding atoms within 3.1217532942626707 of the center atom at index 6 by 48.399076404813364 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-676816_processed.cif
mp-676881.cif,Rotate all surrounding atoms within 2.9944848732334504 of the center atom at index 36 by 198.99110460303945 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-676881_processed.cif
mp-677725.cif,Rotate all surrounding atoms within 2.909270308834216 of the center atom at index 8 by 233.82876028173817 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-677725_processed.cif
mp-6800.cif,Rotate all surrounding atoms within 2.2839379060443714 of the center atom at index 6 by 288.0370753917638 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-6800_processed.cif
mp-680260.cif,Rotate all surrounding atoms within 2.8359573427958775 of the center atom at index 47 by 248.46684803052736 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-680260_processed.cif
mp-684589.cif,Rotate all surrounding atoms within 3.830428390016259 of the center atom at index 12 by 105.52988887683324 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-684589_processed.cif
mp-684710.cif,Rotate all surrounding atoms within 3.1180031134661057 of the center atom at index 19 by 113.14132794546737 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-684710_processed.cif
mp-685224.cif,Rotate all surrounding atoms within 2.4742425636744048 of the center atom at index 62 by 312.2543503672864 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-685224_processed.cif
mp-685418.cif,Rotate all surrounding atoms within 3.8312831401341616 of the center atom at index 27 by 223.4994948328707 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-685418_processed.cif
mp-690493.cif,Rotate all surrounding atoms within 3.29648452590419 of the center atom at index 8 by 242.0611450228666 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-690493_processed.cif
mp-690517.cif,Rotate all surrounding atoms within 3.249739806541774 of the center atom at index 3 by 307.4387349065266 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-690517_processed.cif
mp-690674.cif,Rotate all surrounding atoms within 3.7802270465110186 of the center atom at index 11 by 106.50076092600486 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-690674_processed.cif
mp-694979.cif,Rotate all surrounding atoms within 3.944026647527977 of the center atom at index 2 by 92.27581876963615 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-694979_processed.cif
mp-695946.cif,Rotate all surrounding atoms within 1.602930933669912 of the center atom at index 26 by 67.4131242225284 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-695946_processed.cif
mp-696298.cif,Rotate all surrounding atoms within 3.615417339747622 of the center atom at index 14 by 213.0694721027054 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-696298_processed.cif
mp-696990.cif,Rotate all surrounding atoms within 3.1065023124141824 of the center atom at index 29 by 308.33074866247654 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-696990_processed.cif
mp-697075.cif,Rotate all surrounding atoms within 2.531943357654008 of the center atom at index 20 by 85.06653972818415 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-697075_processed.cif
mp-697458.cif,Rotate all surrounding atoms within 2.874883413377476 of the center atom at index 6 by 312.0876694727274 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-697458_processed.cif
mp-697721.cif,Rotate all surrounding atoms within 2.2202900122246305 of the center atom at index 47 by 179.46976024950092 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-697721_processed.cif
mp-698312.cif,Rotate all surrounding atoms within 2.2877542823079873 of the center atom at index 25 by 104.60962474034017 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-698312_processed.cif
mp-7022.cif,Rotate all surrounding atoms within 3.843881806984144 of the center atom at index 7 by 281.05098691080957 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-7022_processed.cif
mp-703291.cif,Rotate all surrounding atoms within 3.6067556690729816 of the center atom at index 7 by 231.86108867691115 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-703291_processed.cif
mp-704116.cif,Rotate all surrounding atoms within 3.431153677532725 of the center atom at index 81 by 116.40999224172548 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-704116_processed.cif
mp-704848.cif,Rotate all surrounding atoms within 3.0132430265340933 of the center atom at index 18 by 223.58749275700663 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-704848_processed.cif
mp-705312.cif,Rotate all surrounding atoms within 3.9665090313021363 of the center atom at index 34 by 64.88158689820027 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-705312_processed.cif
mp-706518.cif,Rotate all surrounding atoms within 3.7005318175420974 of the center atom at index 25 by 306.60869805592597 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-706518_processed.cif
mp-706524.cif,Rotate all surrounding atoms within 3.4922275606936948 of the center atom at index 28 by 216.90345270871663 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-706524_processed.cif
mp-707406.cif,Rotate all surrounding atoms within 2.230579059025886 of the center atom at index 57 by 167.51731794260402 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-707406_processed.cif
mp-707744.cif,Rotate all surrounding atoms within 2.1790565975890397 of the center atom at index 32 by 77.42413075651001 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-707744_processed.cif
mp-707840.cif,Rotate all surrounding atoms within 3.6748410033480727 of the center atom at index 30 by 91.96365604197675 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-707840_processed.cif
mp-715457.cif,Rotate all surrounding atoms within 3.20455222066391 of the center atom at index 6 by 186.78837392733715 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-715457_processed.cif
mp-715553.cif,Rotate all surrounding atoms within 1.9608304662284193 of the center atom at index 3 by 152.9327317665788 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-715553_processed.cif
mp-720104.cif,Rotate all surrounding atoms within 1.8479347567522624 of the center atom at index 41 by 108.23183876991644 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-720104_processed.cif
mp-720572.cif,Rotate all surrounding atoms within 1.71382534861537 of the center atom at index 56 by 79.61136594084557 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-720572_processed.cif
mp-722790.cif,Rotate all surrounding atoms within 3.3815906811401137 of the center atom at index 7 by 49.05277905585174 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-722790_processed.cif
mp-722980.cif,Rotate all surrounding atoms within 3.2815372480310607 of the center atom at index 3 by 51.97648806097775 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-722980_processed.cif
mp-726672.cif,Rotate all surrounding atoms within 3.5904921705570185 of the center atom at index 26 by 200.88268854710688 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-726672_processed.cif
mp-7281.cif,Rotate all surrounding atoms within 3.104158798655585 of the center atom at index 4 by 265.8010504240234 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-7281_processed.cif
mp-728374.cif,Rotate all surrounding atoms within 2.6198858530249374 of the center atom at index 10 by 65.53031878709706 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-728374_processed.cif
mp-731813.cif,Rotate all surrounding atoms within 3.156540000267977 of the center atom at index 3 by 55.709866206934 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-731813_processed.cif
mp-732021.cif,Rotate all surrounding atoms within 3.232194248729715 of the center atom at index 25 by 197.88199746659078 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-732021_processed.cif
mp-734013.cif,Rotate all surrounding atoms within 2.5363223315537575 of the center atom at index 11 by 219.38951746945742 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-734013_processed.cif
mp-738609.cif,Rotate all surrounding atoms within 2.301457755308439 of the center atom at index 33 by 182.89142441532238 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-738609_processed.cif
mp-752590.cif,Rotate all surrounding atoms within 2.804087041397815 of the center atom at index 14 by 121.86601736454607 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-752590_processed.cif
mp-752623.cif,Rotate all surrounding atoms within 2.8173752309793176 of the center atom at index 19 by 53.16881815762876 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-752623_processed.cif
mp-752859.cif,Rotate all surrounding atoms within 3.4498058891016883 of the center atom at index 3 by 74.28188459450872 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-752859_processed.cif
mp-752896.cif,Rotate all surrounding atoms within 3.8651926915118633 of the center atom at index 13 by 48.37930957929646 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-752896_processed.cif
mp-752915.cif,Rotate all surrounding atoms within 3.0793352569811265 of the center atom at index 1 by 284.3882814481058 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-752915_processed.cif
mp-752916.cif,Rotate all surrounding atoms within 3.406331702695674 of the center atom at index 12 by 138.92207989001568 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-752916_processed.cif
mp-752972.cif,Rotate all surrounding atoms within 2.533137126834767 of the center atom at index 8 by 285.59643302066763 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-752972_processed.cif
mp-753000.cif,Rotate all surrounding atoms within 2.8729131560337557 of the center atom at index 4 by 286.64267109521586 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-753000_processed.cif
mp-753018.cif,Rotate all surrounding atoms within 2.388682239740888 of the center atom at index 9 by 96.08673415004952 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-753018_processed.cif
mp-753047.cif,Rotate all surrounding atoms within 2.2161819957149427 of the center atom at index 9 by 170.65555652843068 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-753047_processed.cif
mp-753220.cif,Rotate all surrounding atoms within 2.3827119359668165 of the center atom at index 12 by 268.19985820088004 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-753220_processed.cif
mp-753282.cif,Rotate all surrounding atoms within 3.6503212131150704 of the center atom at index 1 by 238.3217976976612 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-753282_processed.cif
mp-753309.cif,Rotate all surrounding atoms within 2.452523669694396 of the center atom at index 5 by 102.57870046227767 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-753309_processed.cif
mp-753322.cif,Rotate all surrounding atoms within 2.8787352552469048 of the center atom at index 27 by 218.61069195265068 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-753322_processed.cif
mp-753612.cif,Rotate all surrounding atoms within 3.658342245538578 of the center atom at index 7 by 82.73654474066555 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-753612_processed.cif
mp-753724.cif,Rotate all surrounding atoms within 3.674856149551564 of the center atom at index 13 by 126.67455168614458 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-753724_processed.cif
mp-753992.cif,Rotate all surrounding atoms within 2.2754465352115156 of the center atom at index 5 by 119.91898554723116 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-753992_processed.cif
mp-754070.cif,Rotate all surrounding atoms within 3.9634784704983237 of the center atom at index 7 by 109.98337696622043 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-754070_processed.cif
mp-754274.cif,Rotate all surrounding atoms within 1.9744476601899232 of the center atom at index 12 by 308.5083449932353 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-754274_processed.cif
mp-754345.cif,Rotate all surrounding atoms within 3.3416354710407723 of the center atom at index 4 by 65.54761319784826 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-754345_processed.cif
mp-754644.cif,Rotate all surrounding atoms within 2.952139276237612 of the center atom at index 18 by 262.3741382623192 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-754644_processed.cif
mp-754745.cif,Rotate all surrounding atoms within 2.164908947787325 of the center atom at index 9 by 236.4052819345136 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-754745_processed.cif
mp-754794.cif,Rotate all surrounding atoms within 3.138362564060479 of the center atom at index 9 by 314.64620710084563 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-754794_processed.cif
mp-754886.cif,Rotate all surrounding atoms within 2.083769439799358 of the center atom at index 20 by 168.04324773376334 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-754886_processed.cif
mp-755114.cif,Rotate all surrounding atoms within 3.918601844430727 of the center atom at index 4 by 175.63509596133844 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-755114_processed.cif
mp-755229.cif,Rotate all surrounding atoms within 2.7615532857258267 of the center atom at index 15 by 111.53004418035249 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-755229_processed.cif
mp-755317.cif,Rotate all surrounding atoms within 3.470162521228086 of the center atom at index 21 by 243.05332281026068 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-755317_processed.cif
mp-755498.cif,Rotate all surrounding atoms within 2.989634428244255 of the center atom at index 6 by 145.21592500150922 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-755498_processed.cif
mp-755582.cif,Rotate all surrounding atoms within 2.210050478746774 of the center atom at index 7 by 171.1663609884173 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-755582_processed.cif
mp-755926.cif,Rotate all surrounding atoms within 2.639240167174571 of the center atom at index 8 by 80.0360863375927 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-755926_processed.cif
mp-755997.cif,Rotate all surrounding atoms within 2.9170321548405607 of the center atom at index 8 by 295.3713021369158 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-755997_processed.cif
mp-756062.cif,Rotate all surrounding atoms within 2.2713058411341853 of the center atom at index 11 by 142.6731451654389 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-756062_processed.cif
mp-756382.cif,Rotate all surrounding atoms within 3.260972299016893 of the center atom at index 10 by 210.6636573504775 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-756382_processed.cif
mp-756670.cif,Rotate all surrounding atoms within 2.706529524274244 of the center atom at index 21 by 182.35912432577354 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-756670_processed.cif
mp-756859.cif,Rotate all surrounding atoms within 2.098449000817106 of the center atom at index 7 by 52.08051962948443 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-756859_processed.cif
mp-756990.cif,Rotate all surrounding atoms within 3.261081759448521 of the center atom at index 28 by 83.1757026336046 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-756990_processed.cif
mp-757189.cif,Rotate all surrounding atoms within 2.1308306503802985 of the center atom at index 20 by 299.92554433548696 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-757189_processed.cif
mp-757311.cif,Rotate all surrounding atoms within 3.7124062864442893 of the center atom at index 11 by 147.9607152795379 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-757311_processed.cif
mp-757314.cif,Rotate all surrounding atoms within 2.1809378831812407 of the center atom at index 27 by 238.89305373146598 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-757314_processed.cif
mp-757440.cif,Rotate all surrounding atoms within 3.328767202011159 of the center atom at index 29 by 179.71003933072868 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-757440_processed.cif
mp-757579.cif,Rotate all surrounding atoms within 2.781860579407903 of the center atom at index 52 by 275.45304098717907 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-757579_processed.cif
mp-757665.cif,Rotate all surrounding atoms within 2.436129340288868 of the center atom at index 7 by 47.22419438108962 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-757665_processed.cif
mp-757787.cif,Rotate all surrounding atoms within 2.517648025431364 of the center atom at index 7 by 207.9074858863244 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-757787_processed.cif
mp-758534.cif,Rotate all surrounding atoms within 2.469774579476754 of the center atom at index 66 by 53.21915152624618 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-758534_processed.cif
mp-758565.cif,Rotate all surrounding atoms within 2.162123370440445 of the center atom at index 18 by 279.2380653612173 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-758565_processed.cif
mp-758722.cif,Rotate all surrounding atoms within 2.737807764363676 of the center atom at index 2 by 285.3731311524539 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-758722_processed.cif
mp-758858.cif,Rotate all surrounding atoms within 2.8618384490286677 of the center atom at index 19 by 52.657468791685446 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-758858_processed.cif
mp-759080.cif,Rotate all surrounding atoms within 2.2163131947613546 of the center atom at index 35 by 211.0865769902742 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-759080_processed.cif
mp-759482.cif,Rotate all surrounding atoms within 3.959072360232287 of the center atom at index 0 by 174.58619183997615 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-759482_processed.cif
mp-759507.cif,Rotate all surrounding atoms within 3.8308586962480424 of the center atom at index 10 by 67.04308507015438 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-759507_processed.cif
mp-759524.cif,Rotate all surrounding atoms within 3.9158090588053276 of the center atom at index 20 by 116.66213004209213 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-759524_processed.cif
mp-759607.cif,Rotate all surrounding atoms within 2.56515898676753 of the center atom at index 15 by 196.05644900289332 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-759607_processed.cif
mp-759656.cif,Rotate all surrounding atoms within 3.851285510876357 of the center atom at index 8 by 296.61653214730177 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-759656_processed.cif
mp-759790.cif,Rotate all surrounding atoms within 3.164880572267214 of the center atom at index 1 by 106.99180254135933 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-759790_processed.cif
mp-759809.cif,Rotate all surrounding atoms within 3.4725801735992405 of the center atom at index 22 by 284.24605940577163 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-759809_processed.cif
mp-760193.cif,Rotate all surrounding atoms within 2.4525287657402766 of the center atom at index 4 by 142.0776163865891 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-760193_processed.cif
mp-760300.cif,Rotate all surrounding atoms within 3.0478550695864675 of the center atom at index 3 by 223.1884356764793 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-760300_processed.cif
mp-761082.cif,Rotate all surrounding atoms within 3.3810813823422157 of the center atom at index 1 by 199.94231671811824 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-761082_processed.cif
mp-761112.cif,Rotate all surrounding atoms within 3.942738373573108 of the center atom at index 4 by 160.51450488414403 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-761112_processed.cif
mp-7614.cif,Rotate all surrounding atoms within 2.978672322372971 of the center atom at index 36 by 199.91982835102365 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-7614_processed.cif
mp-762304.cif,Rotate all surrounding atoms within 2.4506666831642185 of the center atom at index 6 by 119.94480609367889 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-762304_processed.cif
mp-7625.cif,Rotate all surrounding atoms within 2.203513138922555 of the center atom at index 9 by 198.3734370917734 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-7625_processed.cif
mp-762521.cif,Rotate all surrounding atoms within 2.74232712778828 of the center atom at index 1 by 143.787551174146 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-762521_processed.cif
mp-763259.cif,Rotate all surrounding atoms within 3.6076926555401836 of the center atom at index 23 by 55.93763405011293 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-763259_processed.cif
mp-763484.cif,Rotate all surrounding atoms within 3.3268127073821967 of the center atom at index 15 by 246.55272414909052 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-763484_processed.cif
mp-763920.cif,Rotate all surrounding atoms within 2.9169174719906037 of the center atom at index 11 by 160.426097885604 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-763920_processed.cif
mp-765709.cif,Rotate all surrounding atoms within 2.3537636105319413 of the center atom at index 11 by 220.33579776374896 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-765709_processed.cif
mp-766040.cif,Rotate all surrounding atoms within 3.9808568946600236 of the center atom at index 14 by 313.2259448226427 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-766040_processed.cif
mp-766051.cif,Rotate all surrounding atoms within 3.494335310142582 of the center atom at index 6 by 73.51242910854472 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-766051_processed.cif
mp-766137.cif,Rotate all surrounding atoms within 3.803355784924368 of the center atom at index 25 by 152.35421020913083 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-766137_processed.cif
mp-766408.cif,Rotate all surrounding atoms within 2.809778709380354 of the center atom at index 9 by 231.77601230302588 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-766408_processed.cif
mp-766447.cif,Rotate all surrounding atoms within 2.400436741722672 of the center atom at index 22 by 54.353675766382956 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-766447_processed.cif
mp-766539.cif,Rotate all surrounding atoms within 3.5997715922499416 of the center atom at index 25 by 126.09755160840531 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-766539_processed.cif
mp-768276.cif,Rotate all surrounding atoms within 2.87359635923781 of the center atom at index 28 by 224.52210583070323 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-768276_processed.cif
mp-768373.cif,Rotate all surrounding atoms within 3.754522567993341 of the center atom at index 1 by 299.64755356126733 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-768373_processed.cif
mp-768854.cif,Rotate all surrounding atoms within 2.2708294226756003 of the center atom at index 5 by 217.77268979583837 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-768854_processed.cif
mp-768859.cif,Rotate all surrounding atoms within 1.9857172113039592 of the center atom at index 35 by 227.78056533450385 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-768859_processed.cif
mp-769049.cif,Rotate all surrounding atoms within 3.7850705809389615 of the center atom at index 13 by 110.77458684363677 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-769049_processed.cif
mp-769346.cif,Rotate all surrounding atoms within 2.918807318487387 of the center atom at index 28 by 77.79998106281475 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-769346_processed.cif
mp-769383.cif,Rotate all surrounding atoms within 1.374256256277317 of the center atom at index 21 by 184.82548397709226 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-769383_processed.cif
mp-770406.cif,Rotate all surrounding atoms within 3.1603901858251127 of the center atom at index 33 by 300.8855506005799 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-770406_processed.cif
mp-770508.cif,Rotate all surrounding atoms within 3.003529917641467 of the center atom at index 0 by 153.58407070676262 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-770508_processed.cif
mp-770714.cif,Rotate all surrounding atoms within 3.683473367857922 of the center atom at index 14 by 233.07907172912192 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-770714_processed.cif
mp-770847.cif,Rotate all surrounding atoms within 2.3747597855806 of the center atom at index 9 by 188.16443047384803 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-770847_processed.cif
mp-770865.cif,Rotate all surrounding atoms within 1.9911698218410698 of the center atom at index 38 by 271.1281980920327 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-770865_processed.cif
