input_cif,action_prompt,output_cif
mp-680260.cif,Rotate all surrounding atoms within 2.9446018216726664 angstrom of the center atom at index 59 by 169.7988602116082 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-680260_processed.cif
mp-684589.cif,Rotate all surrounding atoms within 3.981478118362783 angstrom of the center atom at index 0 by 252.77083157322306 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-684589_processed.cif
mp-684710.cif,Rotate all surrounding atoms within 2.660176567258158 angstrom of the center atom at index 25 by 182.5829574039886 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-684710_processed.cif
mp-685224.cif,Rotate all surrounding atoms within 3.965463612597423 angstrom of the center atom at index 55 by 86.4925048500547 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-685224_processed.cif
mp-685418.cif,Rotate all surrounding atoms within 3.0158471988829447 angstrom of the center atom at index 16 by 80.06876302575552 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-685418_processed.cif
mp-690493.cif,Rotate all surrounding atoms within 3.8833213191376794 angstrom of the center atom at index 11 by 300.3900577036544 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-690493_processed.cif
mp-690517.cif,Rotate all surrounding atoms within 3.989167103043115 angstrom of the center atom at index 7 by 56.018260208806566 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-690517_processed.cif
mp-690674.cif,Rotate all surrounding atoms within 3.8076971480158255 angstrom of the center atom at index 10 by 106.92392218486816 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-690674_processed.cif
mp-694979.cif,Rotate all surrounding atoms within 1.9035200236142873 angstrom of the center atom at index 20 by 83.38654211157095 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-694979_processed.cif
mp-695946.cif,Rotate all surrounding atoms within 3.084867630900386 angstrom of the center atom at index 32 by 164.98666216871032 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-695946_processed.cif
mp-696298.cif,Rotate all surrounding atoms within 3.1505223424230895 angstrom of the center atom at index 16 by 135.39972959997675 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-696298_processed.cif
mp-696990.cif,Rotate all surrounding atoms within 3.0387572938121075 angstrom of the center atom at index 43 by 220.28918016689164 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-696990_processed.cif
mp-697075.cif,Rotate all surrounding atoms within 3.6501048093516753 angstrom of the center atom at index 7 by 236.87953499042263 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-697075_processed.cif
mp-697458.cif,Rotate all surrounding atoms within 1.8174593621713835 angstrom of the center atom at index 13 by 156.3400789816784 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-697458_processed.cif
mp-697721.cif,Rotate all surrounding atoms within 3.8513450784377645 angstrom of the center atom at index 23 by 46.19762473665998 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-697721_processed.cif
mp-698312.cif,Rotate all surrounding atoms within 3.7195889817044936 angstrom of the center atom at index 7 by 196.25728021979813 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-698312_processed.cif
mp-7022.cif,Rotate all surrounding atoms within 2.8291986007720555 angstrom of the center atom at index 15 by 260.54749750667577 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-7022_processed.cif
mp-703291.cif,Rotate all surrounding atoms within 3.962829301276978 angstrom of the center atom at index 3 by 246.61607479016956 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-703291_processed.cif
mp-704116.cif,Rotate all surrounding atoms within 3.3031950056473374 angstrom of the center atom at index 74 by 130.6146750951801 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-704116_processed.cif
mp-704848.cif,Rotate all surrounding atoms within 2.731895983984614 angstrom of the center atom at index 27 by 271.03367281928604 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-704848_processed.cif
mp-705312.cif,Rotate all surrounding atoms within 3.2848195535540983 angstrom of the center atom at index 61 by 235.900765814687 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-705312_processed.cif
mp-706518.cif,Rotate all surrounding atoms within 3.618202928825939 angstrom of the center atom at index 12 by 109.90741048416515 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-706518_processed.cif
mp-706524.cif,Rotate all surrounding atoms within 3.010837894503399 angstrom of the center atom at index 4 by 80.56412667551808 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-706524_processed.cif
mp-707406.cif,Rotate all surrounding atoms within 3.555828116202979 angstrom of the center atom at index 65 by 223.20157777262108 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-707406_processed.cif
mp-707744.cif,Rotate all surrounding atoms within 1.9429657777070117 angstrom of the center atom at index 10 by 45.748523739072695 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-707744_processed.cif
mp-707840.cif,Rotate all surrounding atoms within 2.3950875414740818 angstrom of the center atom at index 20 by 214.33025494759218 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-707840_processed.cif
mp-715457.cif,Rotate all surrounding atoms within 3.25986643718267 angstrom of the center atom at index 7 by 266.93923440805776 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-715457_processed.cif
mp-715553.cif,Rotate all surrounding atoms within 3.134601826305134 angstrom of the center atom at index 0 by 89.9956537373462 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-715553_processed.cif
mp-720104.cif,Rotate all surrounding atoms within 3.5208307717955387 angstrom of the center atom at index 5 by 165.84283558770855 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-720104_processed.cif
mp-720572.cif,Rotate all surrounding atoms within 3.4791144005903 angstrom of the center atom at index 2 by 256.70052258092795 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-720572_processed.cif
mp-722790.cif,Rotate all surrounding atoms within 3.532570618119185 angstrom of the center atom at index 0 by 248.41746119104909 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-722790_processed.cif
mp-722980.cif,Rotate all surrounding atoms within 3.447264032331587 angstrom of the center atom at index 37 by 211.97266381308268 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-722980_processed.cif
mp-726672.cif,Rotate all surrounding atoms within 2.7366941824774353 angstrom of the center atom at index 20 by 106.14378886506442 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-726672_processed.cif
mp-7281.cif,Rotate all surrounding atoms within 3.56429239397574 angstrom of the center atom at index 8 by 264.28740584906984 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-7281_processed.cif
mp-728374.cif,Rotate all surrounding atoms within 2.942305395424632 angstrom of the center atom at index 2 by 85.48930697904544 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-728374_processed.cif
mp-731813.cif,Rotate all surrounding atoms within 3.2444279232877173 angstrom of the center atom at index 9 by 167.90040583185038 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-731813_processed.cif
mp-732021.cif,Rotate all surrounding atoms within 3.048233995210476 angstrom of the center atom at index 43 by 80.64006529457993 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-732021_processed.cif
mp-734013.cif,Rotate all surrounding atoms within 2.6609618485391495 angstrom of the center atom at index 1 by 78.78578748673694 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-734013_processed.cif
mp-738609.cif,Rotate all surrounding atoms within 2.331779355336726 angstrom of the center atom at index 34 by 221.82346049032319 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-738609_processed.cif
mp-752590.cif,Rotate all surrounding atoms within 2.4610321254044485 angstrom of the center atom at index 9 by 135.26636309026452 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-752590_processed.cif
mp-752623.cif,Rotate all surrounding atoms within 2.7017714815579272 angstrom of the center atom at index 8 by 184.45427803255137 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-752623_processed.cif
mp-752859.cif,Rotate all surrounding atoms within 3.090297439765343 angstrom of the center atom at index 0 by 309.8450602935243 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-752859_processed.cif
mp-752896.cif,Rotate all surrounding atoms within 3.457018626776965 angstrom of the center atom at index 15 by 252.16010691807998 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-752896_processed.cif
mp-752915.cif,Rotate all surrounding atoms within 1.7334190188813887 angstrom of the center atom at index 3 by 248.26116407293623 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-752915_processed.cif
mp-752916.cif,Rotate all surrounding atoms within 3.6488317310149316 angstrom of the center atom at index 0 by 111.42091896302615 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-752916_processed.cif
mp-752972.cif,Rotate all surrounding atoms within 3.8860358011383616 angstrom of the center atom at index 15 by 308.1277667830143 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-752972_processed.cif
mp-753000.cif,Rotate all surrounding atoms within 3.567076523521071 angstrom of the center atom at index 22 by 107.89718027441165 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-753000_processed.cif
mp-753018.cif,Rotate all surrounding atoms within 3.7992240425440054 angstrom of the center atom at index 12 by 109.77316719142577 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-753018_processed.cif
mp-753047.cif,Rotate all surrounding atoms within 2.0457920238120817 angstrom of the center atom at index 2 by 102.43607042387066 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-753047_processed.cif
mp-753220.cif,Rotate all surrounding atoms within 3.4990045913727585 angstrom of the center atom at index 40 by 101.82631196960185 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-753220_processed.cif
mp-753282.cif,Rotate all surrounding atoms within 3.2063520182906844 angstrom of the center atom at index 19 by 171.56369007202045 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-753282_processed.cif
mp-753309.cif,Rotate all surrounding atoms within 3.4483872719094704 angstrom of the center atom at index 13 by 150.8263310868639 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-753309_processed.cif
mp-753322.cif,Rotate all surrounding atoms within 2.240652264698207 angstrom of the center atom at index 10 by 158.639084883481 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-753322_processed.cif
mp-753612.cif,Rotate all surrounding atoms within 3.5039656079645605 angstrom of the center atom at index 6 by 110.25859025925301 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-753612_processed.cif
mp-753724.cif,Rotate all surrounding atoms within 3.017929583741645 angstrom of the center atom at index 11 by 119.24971971272592 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-753724_processed.cif
mp-753992.cif,Rotate all surrounding atoms within 2.73937473500095 angstrom of the center atom at index 5 by 185.986481467686 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-753992_processed.cif
mp-754070.cif,Rotate all surrounding atoms within 2.294495054683914 angstrom of the center atom at index 4 by 63.73897992680914 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-754070_processed.cif
mp-754274.cif,Rotate all surrounding atoms within 3.4683196200924136 angstrom of the center atom at index 8 by 113.6103353863343 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-754274_processed.cif
mp-754345.cif,Rotate all surrounding atoms within 3.1690108284655043 angstrom of the center atom at index 3 by 233.4669371394355 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-754345_processed.cif
mp-754644.cif,Rotate all surrounding atoms within 2.367111709706196 angstrom of the center atom at index 1 by 85.25112382810988 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-754644_processed.cif
mp-754745.cif,Rotate all surrounding atoms within 2.339300686563903 angstrom of the center atom at index 5 by 156.2656034660452 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-754745_processed.cif
mp-754794.cif,Rotate all surrounding atoms within 2.9985557390564748 angstrom of the center atom at index 11 by 313.40193799786186 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-754794_processed.cif
mp-754886.cif,Rotate all surrounding atoms within 3.3371355649592283 angstrom of the center atom at index 12 by 151.7379494382759 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-754886_processed.cif
mp-755114.cif,Rotate all surrounding atoms within 2.025097034305459 angstrom of the center atom at index 6 by 193.6979325883582 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-755114_processed.cif
mp-755229.cif,Rotate all surrounding atoms within 2.2584485347438097 angstrom of the center atom at index 12 by 300.889633881009 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-755229_processed.cif
mp-755317.cif,Rotate all surrounding atoms within 2.853159596351379 angstrom of the center atom at index 3 by 229.25931046615293 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-755317_processed.cif
mp-755498.cif,Rotate all surrounding atoms within 3.4386236975453075 angstrom of the center atom at index 14 by 156.1595263048534 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-755498_processed.cif
mp-755582.cif,Rotate all surrounding atoms within 3.0046054245404132 angstrom of the center atom at index 10 by 176.50469581954155 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-755582_processed.cif
mp-755926.cif,Rotate all surrounding atoms within 2.571048511572825 angstrom of the center atom at index 4 by 227.93840249645456 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-755926_processed.cif
mp-755997.cif,Rotate all surrounding atoms within 3.540010000329861 angstrom of the center atom at index 8 by 141.71266798121079 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-755997_processed.cif
mp-756062.cif,Rotate all surrounding atoms within 2.7206652831279174 angstrom of the center atom at index 10 by 248.98782957812767 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-756062_processed.cif
mp-756382.cif,Rotate all surrounding atoms within 3.199838339229747 angstrom of the center atom at index 6 by 147.75971718887496 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-756382_processed.cif
mp-756670.cif,Rotate all surrounding atoms within 3.0012704194399014 angstrom of the center atom at index 9 by 161.33767290102205 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-756670_processed.cif
mp-756859.cif,Rotate all surrounding atoms within 2.45034550079329 angstrom of the center atom at index 7 by 257.24151515656024 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-756859_processed.cif
mp-756990.cif,Rotate all surrounding atoms within 2.137835803387469 angstrom of the center atom at index 7 by 119.50414754112008 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-756990_processed.cif
mp-757189.cif,Rotate all surrounding atoms within 1.946469188589502 angstrom of the center atom at index 35 by 74.36549875143086 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-757189_processed.cif
mp-757311.cif,Rotate all surrounding atoms within 2.0915496382090746 angstrom of the center atom at index 38 by 257.1708431962538 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-757311_processed.cif
mp-757314.cif,Rotate all surrounding atoms within 2.0933342579711764 angstrom of the center atom at index 8 by 314.3425133117146 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-757314_processed.cif
mp-757440.cif,Rotate all surrounding atoms within 2.2589932777519186 angstrom of the center atom at index 23 by 203.83014708041125 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-757440_processed.cif
mp-757579.cif,Rotate all surrounding atoms within 2.3294028227187313 angstrom of the center atom at index 32 by 120.69200877090458 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-757579_processed.cif
mp-757665.cif,Rotate all surrounding atoms within 1.915669562095933 angstrom of the center atom at index 26 by 178.1886265445925 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-757665_processed.cif
mp-757787.cif,Rotate all surrounding atoms within 2.9472511624446227 angstrom of the center atom at index 2 by 180.52585625977383 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-757787_processed.cif
mp-758534.cif,Rotate all surrounding atoms within 2.4266257465098158 angstrom of the center atom at index 13 by 120.25843869715393 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-758534_processed.cif
mp-758565.cif,Rotate all surrounding atoms within 3.8661947396249587 angstrom of the center atom at index 21 by 192.69747261201513 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-758565_processed.cif
mp-758722.cif,Rotate all surrounding atoms within 3.271315405427653 angstrom of the center atom at index 1 by 271.85289808945333 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-758722_processed.cif
mp-758858.cif,Rotate all surrounding atoms within 3.8506279321346257 angstrom of the center atom at index 0 by 113.79907221751596 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-758858_processed.cif
mp-759080.cif,Rotate all surrounding atoms within 1.9754586166837116 angstrom of the center atom at index 7 by 296.7939609669923 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-759080_processed.cif
mp-759482.cif,Rotate all surrounding atoms within 2.2604905604018968 angstrom of the center atom at index 22 by 248.86680423108646 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-759482_processed.cif
mp-759507.cif,Rotate all surrounding atoms within 3.850299093161512 angstrom of the center atom at index 23 by 247.1988550953934 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-759507_processed.cif
mp-759524.cif,Rotate all surrounding atoms within 3.02625329588454 angstrom of the center atom at index 24 by 95.2443666894149 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-759524_processed.cif
mp-759607.cif,Rotate all surrounding atoms within 1.9406142280610659 angstrom of the center atom at index 49 by 111.80263939530414 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-759607_processed.cif
mp-759656.cif,Rotate all surrounding atoms within 2.933169713395981 angstrom of the center atom at index 27 by 47.37598634227882 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-759656_processed.cif
mp-759790.cif,Rotate all surrounding atoms within 3.3402555358277346 angstrom of the center atom at index 6 by 102.88319836208674 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-759790_processed.cif
mp-759809.cif,Rotate all surrounding atoms within 3.5813522049463646 angstrom of the center atom at index 25 by 132.57408148510382 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-759809_processed.cif
mp-760193.cif,Rotate all surrounding atoms within 3.3058516336513293 angstrom of the center atom at index 55 by 50.19575497622765 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-760193_processed.cif
mp-760300.cif,Rotate all surrounding atoms within 3.3389805180220273 angstrom of the center atom at index 4 by 250.51369173843452 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-760300_processed.cif
mp-761082.cif,Rotate all surrounding atoms within 3.168896830818145 angstrom of the center atom at index 20 by 78.71550784074668 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-761082_processed.cif
mp-761112.cif,Rotate all surrounding atoms within 3.7557864435632946 angstrom of the center atom at index 29 by 75.82028759892441 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-761112_processed.cif
mp-7614.cif,Rotate all surrounding atoms within 3.417589947566636 angstrom of the center atom at index 37 by 298.3911820228284 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-7614_processed.cif
mp-762304.cif,Rotate all surrounding atoms within 2.6933309898186053 angstrom of the center atom at index 1 by 55.92226587862056 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-762304_processed.cif
mp-7625.cif,Rotate all surrounding atoms within 3.85009100673142 angstrom of the center atom at index 21 by 167.17022122370759 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-7625_processed.cif
mp-762521.cif,Rotate all surrounding atoms within 3.5499115021779377 angstrom of the center atom at index 34 by 60.68057581603961 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-762521_processed.cif
mp-763259.cif,Rotate all surrounding atoms within 3.4514939058273306 angstrom of the center atom at index 23 by 95.58661947802258 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-763259_processed.cif
mp-763484.cif,Rotate all surrounding atoms within 2.840919235944954 angstrom of the center atom at index 1 by 217.2446365580786 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-763484_processed.cif
mp-763920.cif,Rotate all surrounding atoms within 3.5937966824112397 angstrom of the center atom at index 3 by 306.6568806016229 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-763920_processed.cif
mp-765709.cif,Rotate all surrounding atoms within 3.2213346301509143 angstrom of the center atom at index 16 by 252.98559783978695 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-765709_processed.cif
mp-766040.cif,Rotate all surrounding atoms within 2.082772764494509 angstrom of the center atom at index 40 by 119.01336500068642 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-766040_processed.cif
mp-766051.cif,Rotate all surrounding atoms within 3.794678910287532 angstrom of the center atom at index 12 by 63.84813157367423 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-766051_processed.cif
mp-766137.cif,Rotate all surrounding atoms within 2.3072904102428673 angstrom of the center atom at index 15 by 86.40947769917831 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-766137_processed.cif
mp-766408.cif,Rotate all surrounding atoms within 3.9394287284573206 angstrom of the center atom at index 18 by 245.78060993522445 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-766408_processed.cif
mp-766447.cif,Rotate all surrounding atoms within 2.8347222964581626 angstrom of the center atom at index 28 by 309.32367279566876 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-766447_processed.cif
mp-766539.cif,Rotate all surrounding atoms within 2.7445733745757743 angstrom of the center atom at index 19 by 314.3525617579411 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-766539_processed.cif
mp-768276.cif,Rotate all surrounding atoms within 3.597950981460587 angstrom of the center atom at index 38 by 294.0125692229898 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-768276_processed.cif
mp-768373.cif,Rotate all surrounding atoms within 3.4970253633651147 angstrom of the center atom at index 32 by 308.21032179697704 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-768373_processed.cif
mp-768854.cif,Rotate all surrounding atoms within 3.6759378540592444 angstrom of the center atom at index 39 by 104.45268136347248 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-768854_processed.cif
mp-768859.cif,Rotate all surrounding atoms within 3.8909359838617865 angstrom of the center atom at index 44 by 199.77161125271482 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-768859_processed.cif
mp-769049.cif,Rotate all surrounding atoms within 3.9206160559736176 angstrom of the center atom at index 19 by 196.9822797345447 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-769049_processed.cif
mp-769346.cif,Rotate all surrounding atoms within 1.9600047884445868 angstrom of the center atom at index 33 by 80.43993724354357 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-769346_processed.cif
mp-769383.cif,Rotate all surrounding atoms within 2.97028522766473 angstrom of the center atom at index 29 by 56.99243956648361 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-769383_processed.cif
mp-770406.cif,Rotate all surrounding atoms within 2.3288608481768707 angstrom of the center atom at index 7 by 163.7255804710049 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-770406_processed.cif
mp-770508.cif,Rotate all surrounding atoms within 3.4280539722421848 angstrom of the center atom at index 25 by 233.19673104209176 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-770508_processed.cif
mp-770714.cif,Rotate all surrounding atoms within 2.427042154758299 angstrom of the center atom at index 6 by 284.99838933951355 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-770714_processed.cif
mp-770847.cif,Rotate all surrounding atoms within 3.634926120033609 angstrom of the center atom at index 28 by 132.39695451916464 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-770847_processed.cif
mp-770865.cif,Rotate all surrounding atoms within 3.4114432687332563 angstrom of the center atom at index 23 by 145.05888143015267 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-770865_processed.cif
mp-770898.cif,Rotate all surrounding atoms within 3.063815046206784 angstrom of the center atom at index 11 by 127.17141387537127 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-770898_processed.cif
mp-770995.cif,Rotate all surrounding atoms within 2.154991638000837 angstrom of the center atom at index 4 by 274.7497215445869 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-770995_processed.cif
mp-771674.cif,Rotate all surrounding atoms within 3.2775401085384788 angstrom of the center atom at index 1 by 149.31048726078117 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-771674_processed.cif
mp-772172.cif,Rotate all surrounding atoms within 3.4364177683716606 angstrom of the center atom at index 20 by 66.73567887324097 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-772172_processed.cif
mp-772550.cif,Rotate all surrounding atoms within 3.0197532466781114 angstrom of the center atom at index 7 by 271.76137653319574 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-772550_processed.cif
mp-772610.cif,Rotate all surrounding atoms within 3.360428514657171 angstrom of the center atom at index 23 by 235.13202106637274 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-772610_processed.cif
mp-772749.cif,Rotate all surrounding atoms within 3.6617471152213596 angstrom of the center atom at index 21 by 284.07521838617447 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-772749_processed.cif
mp-772763.cif,Rotate all surrounding atoms within 3.7824427154496423 angstrom of the center atom at index 7 by 231.95634519931954 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-772763_processed.cif
